src,dst,port,proto,State,label,class,modelsize
147.32.84.207,61.177.181.139,6667.0,tcp,22*t*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,62.141.94.173,25.0,tcp,22+s+S*s*s*B*s*S+s*,Botnet-TCP-Attempt-SPAM,botnet,19
147.32.84.207,62.211.72.32,25.0,tcp,11*b*r*r*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.207,62.24.139.61,25.0,tcp,11*s*r*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,62.77.203.21,25.0,tcp,"21+r,r+",Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,64.12.90.1,25.0,tcp,22*s+S*s+s+,Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.207,64.12.90.65,25.0,tcp,"21,s,a,R*s*s*s+r,a,s+s+B+r,b,A,r+s,S*s+s+S,S+B+B+s*s+s+s,s+s+S*S+",Botnet-TCP-Attempt-SPAM,botnet,65
147.32.84.207,64.12.90.66,25.0,tcp,22+s+b+B+R*,Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.207,64.18.4.10,25.0,tcp,"12+r*R.R.R+A,r,R+r+S.S,R*R,s+R*R+A+R*R,r+s*r*r*r*r*R,",Botnet-TCP-Attempt-SPAM,botnet,53
147.32.84.207,64.18.5.10,25.0,tcp,"21,r+A+s+r+r+r+r*S,R+r+s+A+s+r*B+B*r+r+s*r*R,r+R*R+",Botnet-TCP-Attempt-SPAM,botnet,51
147.32.84.207,64.18.6.14,25.0,tcp,"21+S,R+r+R,R,r,B,R+s,r,R*r*s+r*R,R+R,R+r+R*A*r*R,r+s+",Botnet-TCP-Attempt-SPAM,botnet,53
147.32.84.207,64.18.7.10,25.0,tcp,"11,s+r,r+r,A+r,r,R+r*R,R*R,S*r+r+r*s*R,R+r*r*A*R,r+r,S+",Botnet-TCP-Attempt-SPAM,botnet,55
147.32.84.207,64.191.223.39,25.0,tcp,"11*R,R.R*",Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.207,64.191.223.42,25.0,tcp,"11*s*R,R*",Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.207,64.236.79.229,80.0,tcp,88.Y.y.y.Y*Y.y.b.Y*Y.,Botnet-TCP-Established-HTTP-Ad,botnet,21
147.32.84.207,64.4.56.135,443.0,tcp,"88,y,y,y,h,y.y.y.Y,y,y,h,Y.y.y.y,Y+Y,H,y,Y,y,Y.H.H.h.H.Y,y,y,y,y,",Botnet-TCP-WEB-Established-SSL,botnet,65
147.32.84.207,65.50.199.13,25.0,tcp,11.r.A.,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,65.54.165.136,443.0,tcp,85*y*,Botnet-TCP-WEB-Established-SSL,botnet,5
147.32.84.207,65.54.165.136,80.0,tcp,88*y*,Botnet-TCP-WEB-Established,botnet,5
147.32.84.207,65.54.165.137,443.0,tcp,88*y*,Botnet-TCP-WEB-Established-SSL,botnet,5
147.32.84.207,65.54.165.137,80.0,tcp,"88*Y,Y*",Botnet-TCP-WEB-Established,botnet,7
147.32.84.207,65.54.165.139,443.0,tcp,"88,Y,Y+",Botnet-TCP-WEB-Established-SSL,botnet,7
147.32.84.207,65.54.165.141,443.0,tcp,"88*Y,y+",Botnet-TCP-WEB-Established-SSL,botnet,7
147.32.84.207,65.54.165.169,443.0,tcp,"88,Y*y*y*y*y*y+Y,Y*",Botnet-TCP-WEB-Established-SSL,botnet,19
147.32.84.207,65.54.165.175,80.0,tcp,88+Y*,Botnet-TCP-WEB-Established,botnet,5
147.32.84.207,65.54.165.177,443.0,tcp,88*y*y*y*y*Y+,Botnet-TCP-WEB-Established-SSL,botnet,13
147.32.84.207,65.54.165.177,80.0,tcp,88*Y+Y*,Botnet-TCP-WEB-Established,botnet,7
147.32.84.207,65.54.165.179,443.0,tcp,88*y*y*,Botnet-TCP-WEB-Established-SSL,botnet,7
147.32.84.207,65.54.165.179,80.0,tcp,88*Y+,Botnet-TCP-WEB-Established,botnet,5
147.32.84.207,65.54.186.107,443.0,tcp,"88*y*Y+Y,Y*Y,",Botnet-TCP-WEB-Established-SSL,botnet,13
147.32.84.207,65.54.186.107,80.0,tcp,88+y*y*y*,Botnet-TCP-WEB-Established,botnet,9
147.32.84.207,65.54.186.19,443.0,tcp,"88*y*Y,y,Y*Y,y,Y*y+v+Y*",Botnet-TCP-WEB-Established-SSL,botnet,23
147.32.84.207,65.54.186.19,80.0,tcp,88*y*h*h*Y*,Botnet-TCP-WEB-Established,botnet,11
147.32.84.207,65.54.186.47,443.0,tcp,85+Y0,Botnet-TCP-WEB-Established-SSL,botnet,5
147.32.84.207,65.54.186.77,443.0,tcp,88*y*Y+Y*,Botnet-TCP-WEB-Established-SSL,botnet,9
147.32.84.207,65.54.186.77,80.0,tcp,88*Y+Y*,Botnet-TCP-WEB-Established,botnet,7
147.32.84.207,65.54.188.110,25.0,tcp,"11*s+S,B,S+S,S+s+B+s*s+s+s+S,s,S+B+S,s,S,S,B,s,s,s,s,",Botnet-TCP-Attempt-SPAM,botnet,53
147.32.84.207,65.54.188.126,25.0,tcp,"11,r,S.r.R,R0R,S*",Botnet-TCP-Attempt-SPAM,botnet,17
147.32.84.207,65.54.188.72,25.0,tcp,"11+r+R,r.R,r+",Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.207,65.54.188.94,25.0,tcp,"22+s,B,s+S.S+s+s,s,S+b+R,S*S+B+S,S+s,B,S,S+S,",Botnet-TCP-Attempt-SPAM,botnet,45
147.32.84.207,65.54.234.24,443.0,tcp,"88,Y+Y.Y*Y,y,y,Y*Y.y.y,y,y,Y*Y,y,y,Y+y+y+y,H,y,Y+y*Y,Y+Y,v,Y+Y*Y,y+Y*H*Y,",Botnet-TCP-Established-SSL-Microsoft,botnet,73
147.32.84.207,65.54.234.78,443.0,tcp,"88,Y+Y.Y*Y,y,y,Y*Y.Y*Y.Y,y,Y+Y,Y+Y,y,y,V*v+y*y*y+Y,Y+Y,",Botnet-TCP-Established-SSL-Microsoft,botnet,55
147.32.84.207,65.55.13.243,80.0,tcp,"92+z,s+S*s*S0",Botnet-TCP-Established-HTTP-Microsoft,botnet,13
147.32.84.207,65.55.16.187,443.0,tcp,"88,Y*Y,y,y,H,y,Y+y,Y+H+Y,Y*y*y*y*",Botnet-TCP-Established-SSL-Microsoft,botnet,33
147.32.84.207,65.55.196.251,443.0,tcp,"88+Y.y.Y+Y.y.Y*Y,H,y,Y.Y,Y*Y,y+y+Y,H,h,Y.y.Y*H*y+y*",Botnet-TCP-WEB-Established-SSL,botnet,51
147.32.84.207,65.55.33.135,443.0,tcp,"88,y,H,H,y.y,y,H,Y.y.y.h.h.h.Y,Y.H.",Botnet-TCP-WEB-Established-SSL,botnet,35
147.32.84.207,65.55.33.167,443.0,tcp,"88,h,y,y,y,H,y,y,H,H,y,y,H,H,y,",Botnet-TCP-WEB-Established-SSL,botnet,31
147.32.84.207,65.55.37.104,25.0,tcp,"32,s,s+S,r+b+B+s,s+s,s+s,s+s,S*S,R.S,s+s+R,S+s+s,B,s+s,S+B+R,r,s,s,S+R,s,s,B,S+r+R.R.S+s*s+B+s,s,B,S.S,s,B,s,s,S+s+",Botnet-TCP-Attempt-SPAM,botnet,115
147.32.84.207,65.55.37.72,25.0,tcp,"11,r,S*S,B,b,s+s+s+s+S,S+S,",Botnet-TCP-Attempt-SPAM,botnet,27
147.32.84.207,65.55.37.88,25.0,tcp,"21,R.r,R0R,r,R.S,R.A.",Botnet-TCP-Attempt-SPAM,botnet,21
147.32.84.207,65.55.40.215,443.0,tcp,"88,y,Y.Y,y,y,y,y,y.H.H.h.H.Y,H,",Botnet-TCP-Established-SSL-Microsoft,botnet,31
147.32.84.207,65.55.40.23,443.0,tcp,"88.Y,y,y,y,H,H,Y,y,H,y,H,h,h,y,H,",Botnet-TCP-Established-SSL-Microsoft,botnet,33
147.32.84.207,65.55.72.199,443.0,tcp,"88.y,y,H,y.y,y,y,H,h,y,y,y.y.H.",Botnet-TCP-WEB-Established-SSL,botnet,31
147.32.84.207,65.55.72.71,80.0,tcp,"88,H+y,H,H,y+y+Y,y+",Botnet-TCP-WEB-Established,botnet,19
147.32.84.207,65.55.72.87,443.0,tcp,"88,y,H,y,y,y.H.H.h.y.y.h.h.H.y.y.Y*Y,H,y+y,",Botnet-TCP-WEB-Established-SSL,botnet,43
147.32.84.207,65.55.88.22,25.0,tcp,"11+r,s,r+r,s,S+r+r+A*s+S.S.R+A+R.S,S.s.S,R*S+r,R*r+R,s,R*r+R.S*r*A*s*",Botnet-TCP-Attempt-SPAM,botnet,69
147.32.84.207,65.55.92.136,25.0,tcp,"12+r,r,S+s+s*B*S,s+s,S+s+S,S+s+B+B+s+B+s,s,s+s,B,s,S,S+",Botnet-TCP-Attempt-SPAM,botnet,55
147.32.84.207,65.55.92.152,25.0,tcp,21*r*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,65.55.92.168,25.0,tcp,"22+B+s,B,s,s,S.S,s,B,",Botnet-TCP-Attempt-SPAM,botnet,21
147.32.84.207,65.55.92.184,25.0,tcp,"22*S+S,s,S+S,S+S,s+b+S.S+S,S+s,s+s+s,B,s+s+s+s,B,s+s,S+B+S,s,B,B,S+s+s,s+B+b+S,s,s+r+",Botnet-TCP-Attempt-SPAM,botnet,85
147.32.84.207,66.230.152.178,25.0,tcp,"11,S0",Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,66.246.235.179,80.0,tcp,12.z.,Botnet-TCP-WEB-Established,botnet,5
147.32.84.207,66.35.45.5,25.0,tcp,"11,r,r.",Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,66.60.192.44,25.0,tcp,"11*R,",Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,66.94.236.34,25.0,tcp,"22,S*S,B,s+s*s+s*S+B+S*s+b+",Botnet-TCP-Attempt-SPAM,botnet,27
147.32.84.207,66.94.237.139,25.0,tcp,"21+S,S+s+B+s*s+s+s*S+B+S*s+s+s,s+s+s+S*S,s+",Botnet-TCP-Attempt-SPAM,botnet,43
147.32.84.207,66.94.237.64,25.0,tcp,"12,r,S+s+S*S+s+s*s*",Botnet-TCP-Attempt-SPAM,botnet,19
147.32.84.207,66.94.238.147,25.0,tcp,"22+s+s*S,s+s+s,s+s+s*S,s+B+B+s+s*s+s+",Botnet-TCP-Attempt-SPAM,botnet,37
147.32.84.207,67.195.168.230,25.0,tcp,"22*S,s+s*s+s,S*B*B*s+s+S,S*s+",Botnet-TCP-Attempt-SPAM,botnet,29
147.32.84.207,67.195.168.31,25.0,tcp,"21,r,r,R,R,s,R.S.s.S.S.S.S.B.S.S.S.S.s.S.S.s.s.S.s.s.B.s.R,r,r.r.S*S,S+s*s+s+s*B*S+B+S*s+r+s,S+s+S*S,s+",Botnet-TCP-Attempt-SPAM,botnet,103
147.32.84.207,68.1.17.3,25.0,tcp,12*s*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,68.142.202.129,25.0,tcp,12*r*B*b*r*,Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.207,68.44.174.42,6667.0,tcp,22*B*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,68.64.49.76,80.0,tcp,85.y.y.y.y.y.y.y.H.y.y.y.H.H.H.,Botnet-TCP-WEB-Established,botnet,31
147.32.84.207,68.67.179.209,80.0,tcp,990Z*,Botnet-TCP-Established-HTTP-Ad,botnet,5
147.32.84.207,68.67.179.211,80.0,tcp,99+Y0,Botnet-TCP-WEB-Established,botnet,5
147.32.84.207,68.67.185.206,80.0,tcp,97+i+Y*,Botnet-TCP-Established-HTTP-Ad,botnet,7
147.32.84.207,68.67.185.207,80.0,tcp,"99*Y,Z*",Botnet-TCP-Established-HTTP-Ad,botnet,7
147.32.84.207,68.67.185.208,80.0,tcp,"99*R,Z0",Botnet-TCP-WEB-Established,botnet,7
147.32.84.207,68.67.185.214,80.0,tcp,89*z*z*,Botnet-TCP-Established-HTTP-Ad,botnet,7
147.32.84.207,68.67.185.215,80.0,tcp,"98,Z*Z.",Botnet-TCP-Established-HTTP-Ad,botnet,7
147.32.84.207,68.67.185.216,80.0,tcp,99+Z0z*,Botnet-TCP-WEB-Established,botnet,7
147.32.84.207,68.67.185.217,80.0,tcp,89*z*z*,Botnet-TCP-Established-HTTP-Ad,botnet,7
147.32.84.207,68.67.185.218,80.0,tcp,"98,Z0",Botnet-TCP-WEB-Established,botnet,5
147.32.84.207,69.26.46.169,6667.0,tcp,22*s*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,69.64.147.243,80.0,tcp,89.Y.,Botnet-TCP-Established-HTTP-Ad,botnet,5
147.32.84.207,71.74.56.243,25.0,tcp,22*s*b*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,71.74.56.244,25.0,tcp,12*s*B*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,72.14.213.27,25.0,tcp,"22*s*R,S+s+S*",Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.207,72.167.238.201,25.0,tcp,"11*R,R*R+r+S,A,r,s+R,r,S*S+R*R+",Botnet-TCP-Attempt-SPAM,botnet,31
147.32.84.207,74.117.116.68,80.0,tcp,"88.H.Y.Y.Y.Y.Y,Y.Y.Y.",Botnet-TCP-WEB-Established,botnet,21
147.32.84.207,74.117.116.77,80.0,tcp,"88.y.Y.Y.y.Y.Y.Y.Y.Y,Y.",Botnet-TCP-Established-HTTP-Ad,botnet,23
147.32.84.207,74.125.127.27,25.0,tcp,"22+S,S+s,s+s+s+s,S+S,S+s*S,S+B+s*B*s+",Botnet-TCP-Attempt-SPAM,botnet,37
147.32.84.207,74.125.148.10,25.0,tcp,"11.R,r,R+R,R+s+r*r*s*r*R,r+A*r+R*A*",Botnet-TCP-Attempt-SPAM,botnet,35
147.32.84.207,74.125.232.196,80.0,tcp,"79,z,",Botnet-TCP-HTTP-Google-Net-Established,botnet,5
147.32.84.207,74.125.232.217,80.0,tcp,"99*z*z*Z,Y*z*y*z*",Botnet-TCP-Established-HTTP-Ad,botnet,17
147.32.84.207,74.125.232.218,80.0,tcp,"77.Z+z*z*I*z*Y+z+I*i*Y,y+I+y*h*Y,Z*z+y+",Botnet-TCP-Established-HTTP-Ad,botnet,39
147.32.84.207,74.125.232.220,80.0,tcp,77.X+z+,Botnet-TCP-HTTP-Google-Net-Established,botnet,7
147.32.84.207,74.125.244.10,25.0,tcp,12+r+R*r*R+r+r+,Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.207,74.125.39.27,25.0,tcp,"11,r,r,r,S.R+r+r+R,r,S.R,r+r,A,r+s,r,s,a,s,r,s,s,r,R.R.r,S.R,r,A.r,a,r,R+S,r,A,s,S+s,r,s,r,a,R.R,r+B+S.R,r,r+s,s+r,R.R,r,s,s,S,R.r.S,r,r,R.S,A,r,R.S+R,A,s,r,r,R.R.S.A.R,r,r,s+r,r+R,r,A,r,R.R,R.r,r.r,R,r,A,A,S.r,r,R.r,r,A,A,r,r,s,A,r,r,R.S+R,s,R,s,w+R.R,s,R.r,r,s.r,r,s,A,r,r,r,s+s,R+R,r,r.r,S,s,R.R,r.r,r+r,B,A,r,s,B,R,A,A,R,s+B+R,r,s,r,r,r,R+r+s,s+r+R,s,r,r+R,S+r,s+r+r+r,s,r,s,R+s+s,r,S+s+A,s+r,r,r,r,r+",Botnet-TCP-Attempt-SPAM,botnet,405
147.32.84.207,74.125.43.27,25.0,tcp,22*s*s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,74.125.47.27,25.0,tcp,"22,S+s+s,s+s+B+B+s*s+s*s+s+S*",Botnet-TCP-Attempt-SPAM,botnet,29
147.32.84.207,74.125.93.27,25.0,tcp,"22+b+s*S,s,s+s,s+s,s+s*S,S*S+s+s+s+",Botnet-TCP-Attempt-SPAM,botnet,35
147.32.84.207,74.208.122.35,25.0,tcp,22*s+s+S*s+s*B*S+b+S*B*B*s*s*s*s*s+s+,Botnet-TCP-Attempt-SPAM,botnet,37
147.32.84.207,74.208.5.21,25.0,tcp,"21,S0",Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,74.208.5.3,25.0,tcp,11*S+,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,74.208.5.90,25.0,tcp,12+R*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,74.6.136.244,25.0,tcp,"22+s+s+S,B,S*s+s+s*S+s*B+s+s*s+",Botnet-TCP-Attempt-SPAM,botnet,31
147.32.84.207,74.6.136.65,25.0,tcp,"22*S+s*S+B,s+s,S+s+s*S+s+s+S,S+s*s+S*s+",Botnet-TCP-Attempt-SPAM,botnet,39
147.32.84.207,74.6.140.31,25.0,tcp,21*s*s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,74.6.140.64,25.0,tcp,22*s+S*s*b*S+,Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.207,75.126.136.141,25.0,tcp,11*R0,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,75.180.132.243,25.0,tcp,"22*S,S*",Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,75.180.132.244,25.0,tcp,"22*S,S*",Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,76.96.30.116,25.0,tcp,"22+S,S+s+R*S+B+B+",Botnet-TCP-Attempt-SPAM,botnet,17
147.32.84.207,76.96.39.102,25.0,tcp,22+s+S*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,76.96.62.116,25.0,tcp,"12*S,b,s,s+S*S+B+",Botnet-TCP-Attempt-SPAM,botnet,17
147.32.84.207,77.121.127.231,6667.0,tcp,55*E*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,77.238.167.32,80.0,tcp,88+y+y+H+H+y+y*y*h*y*Y*,Botnet-TCP-Established-HTTP-Ad,botnet,23
147.32.84.207,77.238.175.247,80.0,tcp,88.Y*y*y*y*y*y*y*,Botnet-TCP-WEB-Established,botnet,17
147.32.84.207,77.238.177.9,25.0,tcp,"12+R,r,r,r,R*s*R+S*",Botnet-TCP-Attempt-SPAM,botnet,19
147.32.84.207,77.238.184.241,25.0,tcp,12*s*B*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,77.78.26.246,6667.0,tcp,22*s*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,80.67.18.126,25.0,tcp,21+R*r0R+,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.207,81.169.145.101,25.0,tcp,11*r*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,81.169.145.102,25.0,tcp,11*r*R.,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,81.19.70.48,25.0,tcp,22+s*s+s*B*B*S*s*b*b*S+s+s*,Botnet-TCP-Attempt-SPAM,botnet,27
147.32.84.207,81.221.254.70,25.0,tcp,"22,R*a*r*r*",Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.207,81.23.231.45,25.0,tcp,"11*R,",Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,81.88.48.106,25.0,tcp,21*r*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,82.115.16.67,6667.0,tcp,220S*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,82.216.111.1,25.0,tcp,11*r*s*s*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.207,82.237.198.152,6667.0,tcp,22*B*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,82.57.200.133,25.0,tcp,22*r0,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,83.148.82.159,6667.0,tcp,220S*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,84.196.240.205,6667.0,tcp,22+S*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,85.115.60.190,25.0,tcp,11.R*r*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,85.158.143.35,25.0,tcp,22*R+,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,85.29.156.118,6667.0,tcp,55*v*v*v*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.207,85.65.118.162,6667.0,tcp,55*v*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,86.57.242.61,6667.0,tcp,520s*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,87.106.134.103,25.0,tcp,"11*R,",Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,87.247.62.237,6667.0,tcp,22+S0S*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,89.111.177.200,25.0,tcp,11*r*r0,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,89.38.237.46,6667.0,tcp,550V*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,89.40.96.133,6667.0,tcp,22+s*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,89.74.209.150,6667.0,tcp,22*B*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,91.202.106.115,6667.0,tcp,22*s0,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,91.204.250.233,6667.0,tcp,22+S0,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,91.218.168.214,6667.0,tcp,22*s*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,91.220.0.52,80.0,tcp,"28+Y,Y+V.Y+S.V*Y+S.Y*y+V,Y+V.Y+V.Y+V.S+y+V,Y+Y.Y+Y.Y+V.Y+V,Y+V.Y+V,Y+Y.Y+S.V*Y+V.Y+V.V,E,E,e,E,E,E,B,Z*z+y+Z.S+Y*z*",Botnet-TCP-Attempt-SPAM,botnet,115
147.32.84.207,91.220.0.52,80.0,tcp,"28+Y,Y+V.Y+S.V*Y+S.Y*y+V,Y+V.Y+V.Y+V.S+y+V,Y+Y.Y+Y.Y+V.Y+V,Y+V.Y+V,Y+Y.Y+S.V*Y+V.Y+V.V,E,E,e,E,E,E,B,Z*z+y+Z.S+Y*z*",Botnet-TCP-CC-HTTP-Not-Encrypted,botnet,115
147.32.84.207,92.113.173.57,6667.0,tcp,12*s*S0,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,92.46.20.99,6667.0,tcp,12*r*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,92.46.204.54,6667.0,tcp,22+S*s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,92.47.251.80,6667.0,tcp,22+S*A*S*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.207,93.155.146.24,6667.0,tcp,55*v*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,93.158.134.38,25.0,tcp,22+S*S+S*s*,Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.207,94.100.176.20,25.0,tcp,11*s+R*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,94.127.76.180,80.0,tcp,99.Z*Y.Z*Y.Z*z*Z.,Botnet-TCP-Established-HTTP-Ad,botnet,17
147.32.84.207,94.127.76.60,80.0,tcp,99.Z.Z.y.Z.z.I.,Botnet-TCP-WEB-Established,botnet,15
147.32.84.207,94.245.120.86,25.0,tcp,"11+R.R+r,A,r,a+A+R,S+r+r+r+r+R*R+r+R*R,R*S+R*r*",Botnet-TCP-Attempt-SPAM,botnet,47
147.32.84.207,94.63.149.150,65520.0,tcp,990i0,Botnet-TCP-Established,botnet,5
147.32.84.207,94.63.150.63,80.0,tcp,"88.y,y,y,y,Y.Y,y,",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data,botnet,17
147.32.84.207,95.57.111.128,6667.0,tcp,22+S*s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,95.58.241.147,6667.0,tcp,22*s*s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.207,95.59.5.224,6667.0,tcp,220S*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,98.126.71.122,80.0,tcp,99*i*I+I*i*z*i*z*i*i+i+i+I*I+z*z*z*z*i*,Botnet-TCP-Established-HTTP-Ad,botnet,39
147.32.84.207,98.129.184.131,25.0,tcp,11*s*S.R+r+R*R+r*,Botnet-TCP-Attempt-SPAM,botnet,17
147.32.84.207,98.129.184.3,25.0,tcp,"11*a*R,R*",Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.207,98.136.185.95,587.0,tcp,88*y*Y+,Botnet-TCP-Established-SPAM,botnet,7
147.32.84.207,98.136.59.15,25.0,tcp,22+R0,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,98.137.34.115,25.0,tcp,11.R*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.207,98.137.54.237,25.0,tcp,"22,s,s+B+s+s+s,S*S+s*s*s*s+s,S*S+s+",Botnet-TCP-Attempt-SPAM,botnet,35
147.32.84.207,98.137.54.238,25.0,tcp,"21+S.r.R+s+R,a,R.R,A,S.R+S,r,S.S,r.S,R.R*R,R*S,s,s+s+s,S+b+s*S+R*s*S+S*S+s+t+",Botnet-TCP-Attempt-SPAM,botnet,77
147.32.84.207,98.138.84.55,587.0,tcp,88+h+y*y*y0,Botnet-TCP-Established-SPAM,botnet,11
147.32.84.207,98.139.175.224,25.0,tcp,"11*R,S*S+s+s+s*s+s,s+s*s*S,s+b+s+s*S+s+r,r+s,R,A,s,",Botnet-TCP-Attempt-SPAM,botnet,51
147.32.84.207,98.139.175.225,25.0,tcp,"21*R,s,S.S,r,r,r,S+s+B,s+S,s,s,r,r+S,R+s*S,S+B*s*S+",Botnet-TCP-Attempt-SPAM,botnet,51
147.32.84.207,98.139.212.139,587.0,tcp,98*Y+h+Y*Y+y*,Botnet-TCP-Established-SPAM,botnet,13
147.32.84.207,98.139.54.60,25.0,tcp,"22+s+S,B,R*S+S*R+B+r+s+s+s+s*",Botnet-TCP-Attempt-SPAM,botnet,29
147.32.84.208,112.205.182.117,6667.0,tcp,21*B*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.208,113.193.251.225,6667.0,tcp,22*s*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.208,113.36.206.49,6667.0,tcp,510s*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.208,115.23.150.245,6667.0,tcp,12+S*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.208,115.96.56.215,6667.0,tcp,22*S*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.208,117.53.114.15,25.0,tcp,11*a*r*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.208,118.98.160.130,6667.0,tcp,22*s+,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.208,119.154.122.246,6667.0,tcp,22*s0,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.208,12.102.252.75,25.0,tcp,22*s*S+s*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.208,123.201.84.212,6667.0,tcp,55*s*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.208,128.118.142.114,25.0,tcp,"11,A,",Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.208,128.146.216.129,25.0,tcp,"11.s.s.s.S.S,s.S.S.B.s.r.r.S.R.A.B.r,",Botnet-TCP-Attempt-SPAM,botnet,37
147.32.84.208,129.74.250.243,25.0,tcp,"22,s,",Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.208,130.108.128.94,25.0,tcp,"21,A,r.",Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.208,14.97.21.87,6667.0,tcp,550V*,Botnet-TCP-Attempt-SPAM,botnet,5
